,id,score
103,10004113_532815613506636_2147116009_a.jpg,5.434
104,10004115_231545790374682_1194901081_a.jpg,3.439
105,10004115_745401702171931_569320009_a.jpg,4.095
106,10004116_1413284602266797_2139880954_a.jpg,5.119
107,10004116_242523942601910_1851360834_a.jpg,4.463
108,10004116_478484388944627_57197374_a.jpg,4.362
109,10004116_653030634733773_1623379572_a.jpg,5.108
110,10004126_1411805982415920_672706190_a.jpg,3.541
111,10004126_210650979143991_1355733614_a.jpg,4.354
112,10004126_244002322450107_1223819319_a.jpg,5.15
113,10004126_270284669812343_712256325_a.jpg,3.883
114,10004126_478593978909050_751453659_a.jpg,4.856
115,10004126_522157571227760_140489748_a.jpg,4.597
116,10004126_602887086469379_1010430442_a.jpg,4.814
117,10004126_643052445749076_1118020415_a.jpg,4.845
118,10004126_644355182303775_1566478263_a.jpg,5.055
119,10004126_658054797594994_1955389043_a.jpg,3.931
120,10004126_682789901767827_704991758_a.jpg,4.088
121,10004129_595337873877382_1902025506_a.jpg,3.16
122,10004135_244646252388509_1811378677_a.jpg,3.933
123,10004136_1439971879579151_608104803_a.jpg,3.837
124,10004136_1462910710608441_1708200646_a.jpg,4.596
125,10004136_300129033474855_1776296020_a.jpg,4.987
126,10004136_308472419304117_622283123_a.jpg,4.597
127,10004136_425109350966793_2071971089_a.jpg,3.905
128,10004136_551198748328649_2136620419_a.jpg,5.167
129,10004136_619401681487941_661348233_a.jpg,4.348
130,10004136_687252314667114_792654868_a.jpg,4.569
131,10004136_695634387146348_762859213_a.jpg,5.207
132,10004140_1399301210346894_1447121791_a.jpg,4.548
133,10004140_1455386361363445_484071110_a.jpg,4.761
134,10004140_226664164193345_1886910283_a.jpg,3.216
135,10004140_235257283329492_799062475_a.jpg,4.471
136,10004140_236374336568691_1571360404_a.jpg,4.297
137,10004140_292925264199583_695792293_a.jpg,4.929
138,10004140_305029942981930_1813939840_a.jpg,4.446
139,10004140_807301522633168_1839795807_a.jpg,2.566
140,10004147_680578952001854_698660429_a.jpg,4.626
141,10004148_225088274365995_594092415_a.jpg,3.627
142,10004148_226530307544012_1415437645_a.jpg,4.116
143,10004148_261163764056546_1024009796_a.jpg,4.142
144,10004148_270078349831712_1306317179_a.jpg,3.317
145,10004148_443316285815150_1778740521_a.jpg,4.191
146,10004148_474571642672119_226059470_a.jpg,3.906
147,10004148_530258050425520_809983734_a.jpg,4.97
148,10004148_567039433413742_16505108_a.jpg,3.666
149,10004148_614523498623586_740175979_a.jpg,3.884
150,10004158_234343946756722_715489445_a.jpg,4.213
151,10004158_287932724716868_76881583_a.jpg,4.097
152,10004158_567171816724089_2110724613_a.jpg,4.814
153,10004158_614904018590509_1034463358_a.jpg,3.956
154,10004158_726140957438198_2109818528_a.jpg,4.736
155,10004158_746789778699221_1344817829_a.jpg,2.6
156,10004164_1411528779111628_1206103561_a.jpg,3.812
157,10004164_1421127124807078_373157766_a.jpg,4.194
158,10004164_1424699037779381_1053205805_a.jpg,4.58
159,10004164_1440440622867411_61540151_a.jpg,4.553
160,10004164_1453006231603215_160964624_a.jpg,4.627
161,10004164_1486746398215743_1901830223_a.jpg,4.447
162,10004164_225315654324311_839459755_a.jpg,4.483
163,10004164_232998166895064_1197991988_a.jpg,4.067
164,10004164_280999162069559_716454322_a.jpg,3.913
165,10004164_292177254273301_1379575882_a.jpg,4.966
166,10004164_299462143537442_1336092451_a.jpg,3.466
167,10004164_418333754969794_1478717934_a.jpg,3.959
168,10004164_455061941293099_1860231367_a.jpg,3.953
169,10004164_681799591879909_1358216422_a.jpg,4.642
170,10004164_685967284792690_126676406_a.jpg,2.694
171,10004164_717878211596308_1496474860_a.jpg,4.604
172,10004164_736507433060761_161522404_a.jpg,4.259
173,10004164_771066272933142_1551188390_a.jpg,5.233
174,10004164_840860679274489_277704677_a.jpg,4.891
175,10004164_856673964359277_1870666192_a.jpg,5.134
176,10004180_215905078620288_713758459_a.jpg,4.592
177,10004180_698452860217333_1157784722_a.jpg,4.539
178,10004186_126988667492036_755997098_a.jpg,4.94
179,10004186_1384941418413172_843712492_a.jpg,3.11
180,10004186_1388533111427258_618096221_a.jpg,2.913
181,10004186_1463190103913052_688779187_a.jpg,4.952
182,10004186_230619113805557_1014348545_a.jpg,3.618
183,10004186_231409307065773_1773999751_a.jpg,4.559
184,10004186_458093960988596_1404480371_a.jpg,4.624
185,10004186_626056537472719_1655458481_a.jpg,2.567
186,10004186_717910124918238_1312979589_a.jpg,5.172
187,10004186_790283531001548_753376876_a.jpg,4.714
188,10004190_763859800300570_1671886051_a.jpg,4.186
189,10004199_1422095151379860_459864066_a.jpg,4.986
190,10004201_1458447587723965_542949337_a.jpg,4.651
191,10004201_1480925542122855_1564132509_a.jpg,5.198
192,10004201_247453612104949_1252382471_a.jpg,3.902
193,10004201_435908696543739_1948951285_a.jpg,4.599
194,10004201_569307643177245_281237491_a.jpg,4.743
195,10004201_583532545078612_596100422_a.jpg,3.552
196,10004201_595995797163775_1780315070_a.jpg,4.155
197,10004201_698070540239203_246981839_a.jpg,4.135
198,10004201_776618805682485_410885882_a.jpg,4.841
199,10004207_1410018259266227_1702725376_a.jpg,3.795
200,10004207_1418083615117858_587771109_a.jpg,4.417
201,10004207_1423807194544389_223846740_a.jpg,4.254
202,10004207_1579248895633066_1571995026_a.jpg,4.141
203,10004207_497898553647335_1649650211_a.jpg,5.506
204,10004221_1381722998747799_1369134392_a.jpg,4.29
205,10004221_1463508953882264_1272140141_a.jpg,4.779
206,10004221_235917933262560_345475917_a.jpg,4.71
207,10004221_688378194534656_15120464_a.jpg,4.258
208,10004221_688587827851451_1315581265_a.jpg,4.404
209,10004227_1423237317931179_1737758833_a.jpg,4.641
210,10004227_234272903440011_947017192_a.jpg,4.603
211,10004227_277431989084008_913291894_a.jpg,4.098
212,10004227_658319624203624_1070569560_a.jpg,5.64
213,10004227_807462112616535_1499246635_a.jpg,5.07
214,10004239_1480585635489088_1508375012_a.jpg,3.83
215,10004240_1423094617944767_1556143126_a.jpg,5.37
216,10004240_271555136351638_311361482_a.jpg,4.025
217,10004240_627884573956762_1003838814_a.jpg,4.266
218,10004240_705938399429584_418434557_a.jpg,3.898
219,10004240_842622909086093_1930460761_a.jpg,3.539
220,10004245_1387614478185974_2129771701_a.jpg,3.564
221,10004245_1398467583764346_303679636_a.jpg,4.59
222,10004245_1433807726866611_1146384318_a.jpg,4.594
223,10004245_276836982483156_1029374326_a.jpg,2.828
224,10004245_290862227745188_1055911141_a.jpg,4.042
225,10004245_316824501775957_387797981_a.jpg,3.564
226,10004245_318188441663776_1975628107_a.jpg,3.942
227,10004245_390450337762440_2002791208_a.jpg,4.948
228,10004245_451299101683336_1536691730_a.jpg,2.893
229,10004245_517768801667726_1252421501_a.jpg,3.689
230,10004245_561343720630100_906951406_a.jpg,5.015
231,10004245_697482603643117_371935474_a.jpg,4.474
232,10004245_699823643410491_1277615044_a.jpg,4.272
233,10004245_763605030316840_1976146359_a.jpg,3.563
234,10004255_1395574064054459_284657173_a.jpg,3.485
235,10004255_1420983151489132_14749115_a.jpg,4.158
236,10004255_1485189365043306_1625114994_a.jpg,5.902
237,10004255_225999914274795_1585802549_a.jpg,4.25
238,10004255_272257522946225_1260443694_a.jpg,4.636
239,10004255_291834314306134_1910171158_a.jpg,4.561
240,10004255_455723071225461_865600501_a.jpg,3.482
241,10004255_475350042565960_1706555632_a.jpg,4.438
242,10004255_482034318567073_2075621307_a.jpg,4.428
243,10004255_564610590304430_726710833_a.jpg,4.322
244,10004255_610995188982781_1268728189_a.jpg,3.33
245,10004255_615298135230627_1928291803_a.jpg,3.616
246,10004255_692250444169616_480768390_a.jpg,4.719
247,10004255_704621896268609_1326211924_a.jpg,4.263
248,10004255_742239655807327_489150420_a.jpg,4.392
249,10004258_694922340550813_873769555_a.jpg,3.947
250,10004260_1436765166565930_700588805_a.jpg,4.215
251,10004260_1439538359620644_1060146416_a.jpg,4.181
252,10004260_1512083112352370_307508174_a.jpg,3.306
253,10004260_1575928609299233_1421424083_a.jpg,3.606
254,10004260_368024976672127_1483738044_a.jpg,4.68
255,10004260_437099686436857_1431372417_a.jpg,3.77
256,10004260_525048070946238_1294561416_a.jpg,3.541
257,10004260_616198891799060_1008914885_a.jpg,3.59
258,10004260_626844910717803_238210011_a.jpg,4.078
259,10004260_638517719536759_1178224401_a.jpg,4.727
260,10004260_646462925402522_1814967910_a.jpg,4.57
261,10004260_689412154458421_1123912824_a.jpg,4.3
262,10004267_1433179686928693_889722503_a.jpg,3.625
263,10004269_1454666544768815_1101950785_a.jpg,3.819
264,10004271_1460165490881665_1238762847_a.jpg,4.243
265,10004271_1485100251718400_1258216540_a.jpg,3.569
266,10004271_1490518214501409_1635698244_a.jpg,4.878
267,10004271_1494824987404281_369219791_a.jpg,4.365
268,10004271_215005582043287_1645709942_a.jpg,3.645
269,10004271_238251109701081_114235230_a.jpg,3.868
270,10004271_297737417051138_1530804872_a.jpg,5.393
271,10004271_381253768681042_1103232805_a.jpg,4.98
272,10004271_467404076723645_828572745_a.jpg,4.114
273,10004271_490200724435644_145354851_a.jpg,4.293
274,10004271_691065157599264_1899753460_a.jpg,4.669
275,10004273_1421048728148902_424109018_a.jpg,4.276
276,10004273_299377380214214_879316337_a.jpg,4.342
277,10004275_1456003064634104_618424848_a.jpg,4.139
278,10004275_1474670449429996_470449778_a.jpg,3.875
279,10004275_1477698092448142_1235254474_a.jpg,4.868
280,10004275_204708119738139_857940554_a.jpg,4.299
281,10004275_253553998161778_814343627_a.jpg,4.211
282,10004275_448950428568559_544493208_a.jpg,3.555
283,10004275_511144768997205_480275374_a.jpg,4.761
284,10004275_621692204567557_271055811_a.jpg,4.019
285,10004275_646400168766880_1706204118_a.jpg,4.728
286,10004275_761612273863370_932607264_a.jpg,2.774
287,10004275_818718201490015_1239261657_a.jpg,2.901
288,10004285_1390483334509751_1896867272_a.jpg,4.287
289,10004285_1399937420281399_1324005095_a.jpg,4.474
290,10004285_1403451319928026_1479641624_a.jpg,4.189
291,10004285_1422159361375541_518414415_a.jpg,4.957
292,10004285_230282140505779_1968503688_a.jpg,4.95
293,10004285_238255289632112_951689539_a.jpg,4.827
294,10004285_308775275913841_1897455032_a.jpg,4.208
295,10004285_543568649089480_1944457165_a.jpg,4.101
296,10004285_643543042386029_734288712_a.jpg,4.274
297,10004285_688498581208736_967986681_a.jpg,3.995
298,10004285_737241546296235_822039466_a.jpg,4.226
299,10004285_748915408482317_1265181318_a.jpg,3.684
300,10004285_773076376043552_1244683344_a.jpg,4.807
301,10004289_1391034864450507_1337953823_a.jpg,3.946
302,10004289_1433590633555369_1681222151_a.jpg,3.788
303,10004289_1492455500976266_634222059_a.jpg,3.639
304,10004289_227863320742737_643384432_a.jpg,4.661
305,10004289_232102560311696_285703637_a.jpg,4.576
306,10004289_257160874466504_1012480817_a.jpg,5.004
307,10004289_272984892862307_1731068319_a.jpg,3.571
308,10004289_435361946599784_134328931_a.jpg,2.645
309,10004289_467234706743417_1677473869_a.jpg,4.54
310,10004289_487600558018216_2147121334_a.jpg,4.592
311,10004289_565084703606369_1411402358_a.jpg,4.567
312,10004289_633102473437378_2116529577_a.jpg,4.897
313,10004289_739579022753798_194262246_a.jpg,5.073
314,10004289_814376631924692_1398105681_a.jpg,4.72
315,10004291_595699020507871_1064408937_a.jpg,4.174
316,10004298_226224600909995_130073562_a.jpg,4.489
317,10004298_238877312903337_447113908_a.jpg,4.645
318,10004298_280659782099569_897849244_a.jpg,4.954
319,10004298_370807196390534_830663048_a.jpg,5.158
320,10004298_517358221706927_1790315141_a.jpg,5.257
321,10004298_542003602582826_463556032_a.jpg,3.377
322,10004298_660685677338139_967371245_a.jpg,4.549
323,10004298_660711833976886_691453041_a.jpg,4.683
324,10004298_689063464492185_1009812831_a.jpg,4.608
325,10004300_692870360775808_882436253_a.jpg,4.251
326,10004302_1466086216955633_229374169_a.jpg,4.021
327,10004302_1492254644329148_905100427_a.jpg,3.65
328,10004302_1493905474162883_1855873195_a.jpg,4.256
329,10004302_215985551945925_456226285_a.jpg,4.051
330,10004302_307666636046966_1657566454_a.jpg,5.153
331,10004302_423261187817384_1187849038_a.jpg,4.442
332,10004302_483158531813734_414951514_a.jpg,5.064
333,10004302_483808941718980_1226272840_a.jpg,4.417
334,10004302_497783530327564_336944720_a.jpg,4.821
335,10004302_637282579677266_1491926178_a.jpg,4.833
336,10004302_689021084493990_1728017346_a.jpg,5.431
337,10004302_834898306525509_1763174609_a.jpg,4.813
338,10004302_857310287618726_1383362706_a.jpg,3.568
339,10004311_1415525395375467_1757218949_a.jpg,4.892
340,10004311_1462806833949806_640522598_a.jpg,5.338
341,10004311_220709641457106_1617298823_a.jpg,4.322
342,10004311_232611860268343_1386490016_a.jpg,4.32
343,10004311_256137591232800_823429360_a.jpg,4.926
344,10004311_272298112948980_352112345_a.jpg,4.759
345,10004311_284664115034959_1255365393_a.jpg,4.857
346,10004311_444511299028698_544281590_a.jpg,5.156
347,10004311_620817107997702_2071543017_a.jpg,4.196
348,10004311_635571526492462_822061294_a.jpg,4.35
349,10004311_713539945351846_321112720_a.jpg,3.933
350,10004311_777683958916409_150288797_a.jpg,3.988
351,10004315_217517018459320_1696187923_a.jpg,4.742
352,10004315_227563414105989_807374285_a.jpg,3.099
353,10004315_630416460372840_139385718_a.jpg,3.86
354,10004315_720113144678884_1085835428_a.jpg,4.201
355,10004315_726226024094290_34712286_a.jpg,4.398
356,10004315_779081992102046_452379497_a.jpg,3.331
357,10004315_852153261468775_1732851698_a.jpg,4.928
358,10004323_223220641207387_1362875268_a.jpg,4.746
359,10004323_229331837275743_155601787_a.jpg,4.688
360,10004323_492456937521700_1340826614_a.jpg,5.353
361,10004323_615164571904283_566230293_a.jpg,3.885
362,10004323_637044663032519_1140793374_a.jpg,3.492
363,10004323_673271876047822_129244992_a.jpg,5.179
364,10004327_1382165075365923_1239842385_a.jpg,3.687
365,10004327_1421248978128044_1632782742_a.jpg,4.956
366,10004327_1485878528294109_1428853362_a.jpg,3.899
367,10004327_1496930010528184_1816340146_a.jpg,4.448
368,10004327_281627511997535_589216876_a.jpg,3.676
369,10004327_282826725226638_2057748546_a.jpg,5.221
370,10004327_316098091870527_1369221727_a.jpg,4.449
371,10004327_430791430390147_632501929_a.jpg,3.474
372,10004327_431169133687040_1703607781_a.jpg,3.906
373,10004327_436707843130529_686098004_a.jpg,4.552
374,10004327_441402582672833_700196118_a.jpg,5.651
375,10004327_456714067794513_436561743_a.jpg,4.431
376,10004327_470474909746225_1963465406_a.jpg,4.267
377,10004327_518021381641506_1889470817_a.jpg,5.27
378,10004327_550068235110916_1367047427_a.jpg,4.569
379,10004327_574996899265201_1565407659_a.jpg,4.577
380,10004327_623624081056639_691747259_a.jpg,4.522
381,10004327_639549949447603_34267237_a.jpg,4.454
382,10004327_718724901484112_1591054105_a.jpg,4.595
383,10004327_771143906253953_1106287299_a.jpg,4.344
384,10004327_835777959770284_1786470273_a.jpg,3.36
385,10004327_872070106155975_1285256637_a.jpg,4.524
386,10004335_1407461809524287_542123006_a.jpg,3.148
387,10004335_1420546948204502_1223101708_a.jpg,3.863
388,10004335_1438088409762976_748572049_a.jpg,3.988
389,10004335_1439122082998466_2051450035_a.jpg,4.832
390,10004335_1481770888713429_1273218694_a.jpg,4.925
391,10004335_1484816738397992_604516248_a.jpg,4.542
392,10004335_300401713448171_1376785803_a.jpg,4.762
393,10004335_478944128871950_347351349_a.jpg,5.171
394,10004335_485064618260979_134269044_a.jpg,5.236
395,10004335_739419706103508_957292226_a.jpg,3.991
396,10004335_740418779325889_2012729327_a.jpg,4.644
397,10004335_745413005489354_1788081089_a.jpg,4.999
398,10004335_759588457392252_547034369_a.jpg,4.388
399,10004339_1413044405627556_617397407_a.jpg,5.004
400,10004339_1414124022182207_1212060252_a.jpg,4.434
401,10004339_1423526227903405_1605702108_a.jpg,5.018
402,10004339_1424857277768250_2096494708_a.jpg,3.792
403,10004339_1511130515765530_1363560401_a.jpg,3.802
404,10004339_487406574722478_77959551_a.jpg,4.929
405,10004339_732850473402374_739861033_a.jpg,4.8
406,10004339_811723995524392_31037162_a.jpg,3.386
407,10004339_885835318181707_2012144292_a.jpg,4.239
408,10004346_477351965700359_810393995_a.jpg,3.447
409,10004350_1399498136993798_327602939_a.jpg,4.782
410,10004350_1443971369175378_1117451768_a.jpg,4.081
411,10004350_1461047360796678_1916776930_a.jpg,4.69
412,10004350_1582326781991797_1146011488_a.jpg,4.868
413,10004350_228548630667910_1894707735_a.jpg,3.664
414,10004350_229159120624900_309310472_a.jpg,3.651
415,10004350_233296763537424_682692_a.jpg,4.284
416,10004350_234767860061598_1995320077_a.jpg,4.855
417,10004350_278987988934901_1464910350_a.jpg,3.859
418,10004350_615715061852325_709683398_a.jpg,4.993
419,10004350_624792330930332_1262973294_a.jpg,3.092
420,10004350_643396289040869_1643715294_a.jpg,4.006
421,10004350_652870588082122_867039044_a.jpg,5.652
422,10004350_746672025353108_701792449_a.jpg,3.93
423,10004350_867227409969678_911265425_a.jpg,3.806
424,10004355_1419821478277419_1122328130_a.jpg,3.285
425,10004355_226601334200818_1123028081_a.jpg,4.605
426,10004355_258177644354922_2102344771_a.jpg,4.671
427,10004355_278304745671185_1633939060_a.jpg,5.049
428,10004355_387102338095102_466542031_a.jpg,4.635
429,10004355_513104298795823_849718988_a.jpg,4.709
430,10004355_582234325217696_1891353153_a.jpg,4.135
431,10004355_663028890399545_1824790464_a.jpg,5.073
432,10004359_1412328262368094_1970349255_a.jpg,4.151
433,10004359_1465079340391055_1846708183_a.jpg,4.537
434,10004359_228520790680414_1443430868_a.jpg,5.74
435,10004359_445639575566411_1548878960_a.jpg,3.201
436,10004359_542852419160854_342233870_a.jpg,4.221
437,10004359_544548645664919_423841090_a.jpg,5.174
438,10004359_774529239231804_1872485062_a.jpg,3.925
439,10004372_277772165725674_224012939_a.jpg,3.896
440,10004377_1419313771660516_480316907_a.jpg,4.178
441,10005122_1396134707331092_1800513517_a.jpg,4.382
442,10005122_1438028383106801_355178876_a.jpg,3.415
443,10005122_227641257430248_1139747434_a.jpg,4.398
444,10005122_233927886814948_1311463748_a.jpg,4.366
445,10005122_266521813521821_2035750084_a.jpg,4.794
446,10005122_303575999794141_433877545_a.jpg,5.07
447,10005122_308626535952651_1478497328_a.jpg,4.298
448,10005122_617934451618017_1361142371_a.jpg,4.464
449,10005122_782632211762006_1897726570_a.jpg,5.179
450,10005125_1410354932564110_298290175_a.jpg,2.912
451,10005125_1437735753140556_762093489_a.jpg,4.373
452,10005125_1443683699210016_176760779_a.jpg,3.511
453,10005125_268433416668148_434265046_a.jpg,3.65
454,10005125_285474261612360_640159881_a.jpg,4.693
455,10005125_388309287978817_527707373_a.jpg,4.397
456,10005125_630678493682703_1742000551_a.jpg,4.066
457,10005125_718629271523259_239410098_a.jpg,4.432
458,10005135_537777906340011_984297396_a.jpg,4.084
459,10005143_1402450243362609_2097229532_a.jpg,3.971
460,10005143_1422637234660840_927083382_a.jpg,3.933
461,10005143_1439275452979812_569310740_a.jpg,4.511
462,10005143_1465353193698631_977596644_a.jpg,5.342
463,10005143_1465851013646600_1401508853_a.jpg,5.149
464,10005143_1488242201397287_1490804125_a.jpg,5.528
465,10005143_263989890449494_1309545309_a.jpg,4.331
466,10005143_295436803939170_23505888_a.jpg,4.254
467,10005143_298600206956726_882586161_a.jpg,4.945
468,10005143_308552892632419_893292467_a.jpg,4.312
469,10005143_493870457402961_983540930_a.jpg,4.171
470,10005143_521294787980338_775962114_a.jpg,5.19
471,10005143_531886606931875_1595162202_a.jpg,4.411
472,10005143_615932978485824_2101417213_a.jpg,4.514
473,10005143_639364886136799_537428745_a.jpg,4.967
474,10005143_659368424100806_382895040_a.jpg,4.654
475,10005143_660856117295146_2117644961_a.jpg,4.789
476,10005143_722283521128098_1158326162_a.jpg,4.967
477,10005143_765656290125263_876645843_a.jpg,4.424
478,10005143_820831717944487_1088672596_a.jpg,4.33
479,10005157_548702458578409_531969636_a.jpg,5.265
480,10005157_705154446194455_1096884288_a.jpg,4.532
481,10005159_483211831806093_388445855_a.jpg,4.38
482,10005164_1410263069242180_527948224_a.jpg,5.14
483,10005164_1411517565780706_1313500693_a.jpg,4.413
484,10005164_1422788204643236_636246769_a.jpg,4.767
485,10005164_1440463272863278_657789219_a.jpg,4.381
486,10005164_1466559016909138_55127410_a.jpg,2.558
487,10005164_262532427262278_638089527_a.jpg,4.703
488,10005164_272236402953781_2022552950_a.jpg,3.81
489,10005164_306538249497952_969058340_a.jpg,4.35
490,10005164_539161696202289_1966610266_a.jpg,5.664
491,10005164_553049431477203_46900872_a.jpg,5.129
492,10005164_574177642689142_721590738_a.jpg,4.131
493,10005164_613120715432004_1357518691_a.jpg,3.912
494,10005164_625324407542150_637289880_a.jpg,4.126
495,10005164_628022393947013_357411797_a.jpg,4.531
496,10005164_638612042855454_1784888180_a.jpg,4.484
497,10005164_676668535727424_568038405_a.jpg,4.861
498,10005164_820259014670353_246364455_a.jpg,4.666
499,10005171_519459898162826_1571229658_a.jpg,4.38
500,10005172_616607715098367_909378264_a.jpg,4.225
501,10005178_1412907652304477_228295789_a.jpg,4.571
502,10005178_1465070313725992_1131197502_a.jpg,4.483
503,10005183_1423323397918955_1099492478_a.jpg,3.94
504,10005183_1437353183173985_1302267214_a.jpg,3.552
505,10005183_1461347430764509_1210641776_a.jpg,3.026
506,10005183_268401873332019_1094583786_a.jpg,4.882
507,10005183_290389961127410_1838055827_a.jpg,5.052
508,10005183_348751958590296_1271154990_a.jpg,4.71
509,10005183_484637454992378_337595494_a.jpg,4.198
510,10005183_608333022595497_1778013643_a.jpg,4.002
